Date,Canals to Kuraz Sugar Plantations
2035-09-01,57.55
2035-09-02,57.55
2035-09-03,57.55
2035-09-04,57.55
2035-09-05,57.55
2035-09-06,57.55
2035-09-07,57.55
2035-09-08,57.55
2035-09-09,57.55
2035-09-10,57.55
2035-09-11,57.55
2035-09-12,57.55
2035-09-13,57.55
2035-09-14,57.55
2035-09-15,57.55
2035-09-16,57.55
2035-09-17,57.55
2035-09-18,57.55
2035-09-19,57.55
2035-09-20,57.55
2035-09-21,57.55
2035-09-22,57.55
2035-09-23,57.55
2035-09-24,57.55
2035-09-25,57.55
2035-09-26,57.55
2035-09-27,57.55
2035-09-28,57.55
2035-09-29,57.55
2035-09-30,57.55
2035-10-01,57.48
2035-10-02,57.474999999999994
2035-10-03,57.47
2035-10-04,57.474999999999994
2035-10-05,57.47
2035-10-06,57.474999999999994
2035-10-07,57.474999999999994
2035-10-08,57.474999999999994
2035-10-09,57.474999999999994
2035-10-10,57.47
2035-10-11,57.474999999999994
2035-10-12,57.474999999999994
2035-10-13,57.47
2035-10-14,57.47
2035-10-15,57.474999999999994
2035-10-16,57.47
2035-10-17,57.474999999999994
2035-10-18,57.47
2035-10-19,57.474999999999994
2035-10-20,57.47
2035-10-21,57.47
2035-10-22,57.474999999999994
2035-10-23,57.474999999999994
2035-10-24,57.47
2035-10-25,57.474999999999994
2035-10-26,57.474999999999994
2035-10-27,57.474999999999994
2035-10-28,57.474999999999994
2035-10-29,57.47
2035-10-30,57.474999999999994
2035-10-31,57.47
2035-11-01,57.05
2035-11-02,57.05
2035-11-03,57.05
2035-11-04,57.05
2035-11-05,57.05
2035-11-06,57.05
2035-11-07,57.05
2035-11-08,57.05
2035-11-09,57.05
2035-11-10,57.05
2035-11-11,57.05
2035-11-12,57.05
2035-11-13,57.05
2035-11-14,57.05
2035-11-15,57.05
2035-11-16,57.05
2035-11-17,57.05
2035-11-18,57.05
2035-11-19,57.05
2035-11-20,57.05
2035-11-21,57.05
2035-11-22,57.05
2035-11-23,57.05
2035-11-24,57.05
2035-11-25,57.05
2035-11-26,57.05
2035-11-27,57.05
2035-11-28,57.05
2035-11-29,57.05
2035-11-30,57.05
2035-12-01,56.33
2035-12-02,56.33
2035-12-03,56.33
2035-12-04,56.33
2035-12-05,56.33
2035-12-06,56.34
2035-12-07,56.34
2035-12-08,56.34
2035-12-09,56.34
2035-12-10,56.34
2035-12-11,56.345
2035-12-12,56.35
2035-12-13,56.35
2035-12-14,56.345
2035-12-15,56.35
2035-12-16,56.355000000000004
2035-12-17,56.35
2035-12-18,56.355000000000004
2035-12-19,56.35
2035-12-20,56.355000000000004
2035-12-21,56.35
2035-12-22,56.355000000000004
2035-12-23,56.37
2035-12-24,56.36
2035-12-25,56.36
2035-12-26,56.364999999999995
2035-12-27,56.38
2035-12-28,56.375
2035-12-29,56.38
2035-12-30,56.38
2035-12-31,56.375
2036-01-01,51.66
2036-01-02,51.655
2036-01-03,51.655
2036-01-04,51.655
2036-01-05,51.655
2036-01-06,51.665
2036-01-07,51.665
2036-01-08,51.665
2036-01-09,51.67
2036-01-10,51.665
2036-01-11,51.665
2036-01-12,51.665
2036-01-13,51.665
2036-01-14,51.665
2036-01-15,51.665
2036-01-16,51.675
2036-01-17,51.675
2036-01-18,51.675
2036-01-19,51.675
2036-01-20,51.675
2036-01-21,51.675
2036-01-22,51.675
2036-01-23,51.675
2036-01-24,51.675
2036-01-25,51.675
2036-01-26,51.675
2036-01-27,51.685
2036-01-28,51.685
2036-01-29,51.685
2036-01-30,51.685
2036-01-31,51.685
2036-02-01,52.34
2036-02-02,52.34
2036-02-03,52.34
2036-02-04,52.34
2036-02-05,52.35
2036-02-06,52.35
2036-02-07,52.35
2036-02-08,52.35
2036-02-09,52.35
2036-02-10,52.35
2036-02-11,52.355000000000004
2036-02-12,52.35
2036-02-13,52.355000000000004
2036-02-14,52.35
2036-02-15,52.35
2036-02-16,52.35
2036-02-17,52.364999999999995
2036-02-18,52.37
2036-02-19,52.36
2036-02-20,52.36
2036-02-21,52.364999999999995
2036-02-22,52.36
2036-02-23,52.38
2036-02-24,52.38
2036-02-25,52.375
2036-02-26,52.375
2036-02-27,52.37
2036-02-28,52.37
2036-02-29,52.385000000000005
2036-03-01,53.19
2036-03-02,53.19
2036-03-03,53.195
2036-03-04,53.2
2036-03-05,53.2
2036-03-06,53.2
2036-03-07,53.2
2036-03-08,53.21
2036-03-09,53.21
2036-03-10,53.21
2036-03-11,53.23
2036-03-12,53.22
2036-03-13,53.230000000000004
2036-03-14,53.235
2036-03-15,53.23
2036-03-16,53.25
2036-03-17,53.24
2036-03-18,53.26
2036-03-19,53.26
2036-03-20,53.260000000000005
2036-03-21,53.27
2036-03-22,53.265
2036-03-23,53.28
2036-03-24,53.28
2036-03-25,53.28
2036-03-26,53.28
2036-03-27,53.28
2036-03-28,53.29
2036-03-29,53.29
2036-03-30,53.295
2036-03-31,53.3
2036-04-01,54.245000000000005
2036-04-02,54.25
2036-04-03,54.254999999999995
2036-04-04,54.26
2036-04-05,54.265
2036-04-06,54.27
2036-04-07,54.27
2036-04-08,54.27
2036-04-09,54.28
2036-04-10,54.29
2036-04-11,54.29
2036-04-12,54.31
2036-04-13,54.31
2036-04-14,54.315
2036-04-15,54.33
2036-04-16,54.33
2036-04-17,54.33
2036-04-18,54.335
2036-04-19,54.34
2036-04-20,54.345
2036-04-21,54.35
2036-04-22,54.355000000000004
2036-04-23,54.36
2036-04-24,54.37
2036-04-25,54.37
2036-04-26,54.38
2036-04-27,54.38
2036-04-28,54.38
2036-04-29,54.39
2036-04-30,54.39
2036-05-01,55.43
2036-05-02,55.435
2036-05-03,55.44
2036-05-04,55.45
2036-05-05,55.45
2036-05-06,55.46
2036-05-07,55.46
2036-05-08,55.46
2036-05-09,55.46
2036-05-10,55.465
2036-05-11,55.47
2036-05-12,55.47
2036-05-13,55.48
2036-05-14,55.48
2036-05-15,55.485
2036-05-16,55.49
2036-05-17,55.49
2036-05-18,55.5
2036-05-19,55.5
2036-05-20,55.5
2036-05-21,55.5
2036-05-22,55.510000000000005
2036-05-23,55.515
2036-05-24,55.51
2036-05-25,55.53
2036-05-26,55.52
2036-05-27,55.54
2036-05-28,55.535
2036-05-29,55.55
2036-05-30,55.55
2036-05-31,55.55
2036-06-01,56.56
2036-06-02,56.555
2036-06-03,56.545
2036-06-04,56.54
2036-06-05,56.525000000000006
2036-06-06,56.515
2036-06-07,56.5
2036-06-08,56.495000000000005
2036-06-09,56.49
2036-06-10,56.48
2036-06-11,56.47
2036-06-12,56.46
2036-06-13,56.46
2036-06-14,56.44
2036-06-15,56.43
2036-06-16,56.42
2036-06-17,56.415
2036-06-18,56.405
2036-06-19,56.394999999999996
2036-06-20,56.39
2036-06-21,56.385000000000005
2036-06-22,56.375
2036-06-23,56.35
2036-06-24,56.34
2036-06-25,56.34
2036-06-26,56.33
2036-06-27,56.32
2036-06-28,56.31
2036-06-29,56.31
2036-06-30,56.3
2036-07-01,57.125
2036-07-02,57.07
2036-07-03,57.010000000000005
2036-07-04,56.955
2036-07-05,56.9
2036-07-06,56.845
2036-07-07,56.785
2036-07-08,56.730000000000004
2036-07-09,56.68
2036-07-10,56.67
2036-07-11,56.67
2036-07-12,56.67
2036-07-13,56.67
2036-07-14,56.67
2036-07-15,56.67
2036-07-16,56.67
2036-07-17,56.67
2036-07-18,56.67
2036-07-19,56.67
2036-07-20,56.67
2036-07-21,56.67
2036-07-22,56.67
2036-07-23,56.67
2036-07-24,56.67
2036-07-25,56.67
2036-07-26,56.67
2036-07-27,56.67
2036-07-28,56.67
2036-07-29,56.67
2036-07-30,56.67
2036-07-31,56.67
2036-08-01,57.26
2036-08-02,57.26
2036-08-03,57.26
2036-08-04,57.26
2036-08-05,57.26
2036-08-06,57.26
2036-08-07,57.26
2036-08-08,57.26
2036-08-09,57.26
2036-08-10,57.26
2036-08-11,57.26
2036-08-12,57.26
2036-08-13,57.26
2036-08-14,57.26
2036-08-15,57.26
2036-08-16,57.26
2036-08-17,57.26
2036-08-18,57.26
2036-08-19,57.26
2036-08-20,57.26
2036-08-21,57.26
2036-08-22,57.26
2036-08-23,57.26
2036-08-24,57.26
2036-08-25,57.26
2036-08-26,57.26
2036-08-27,57.26
2036-08-28,57.26
2036-08-29,57.26
2036-08-30,57.26
2036-08-31,57.26
2036-09-01,57.55
2036-09-02,57.55
2036-09-03,57.55
2036-09-04,57.55
2036-09-05,57.55
2036-09-06,57.55
2036-09-07,57.55
2036-09-08,57.55
2036-09-09,57.55
2036-09-10,57.55
2036-09-11,57.55
2036-09-12,57.55
2036-09-13,57.55
2036-09-14,57.55
2036-09-15,57.55
2036-09-16,57.55
2036-09-17,57.55
2036-09-18,57.55
2036-09-19,57.55
2036-09-20,57.55
2036-09-21,57.55
2036-09-22,57.55
2036-09-23,57.55
2036-09-24,57.55
2036-09-25,57.55
2036-09-26,57.55
2036-09-27,57.55
2036-09-28,57.55
2036-09-29,57.55
2036-09-30,57.55
2036-10-01,57.48
2036-10-02,57.474999999999994
2036-10-03,57.47
2036-10-04,57.474999999999994
2036-10-05,57.474999999999994
2036-10-06,57.47
2036-10-07,57.474999999999994
2036-10-08,57.474999999999994
2036-10-09,57.474999999999994
2036-10-10,57.474999999999994
2036-10-11,57.47
2036-10-12,57.474999999999994
2036-10-13,57.474999999999994
2036-10-14,57.474999999999994
2036-10-15,57.474999999999994
2036-10-16,57.47
2036-10-17,57.474999999999994
2036-10-18,57.474999999999994
2036-10-19,57.47
2036-10-20,57.48
2036-10-21,57.474999999999994
2036-10-22,57.47
2036-10-23,57.474999999999994
2036-10-24,57.47
2036-10-25,57.474999999999994
2036-10-26,57.47
2036-10-27,57.47
2036-10-28,57.474999999999994
2036-10-29,57.47
2036-10-30,57.474999999999994
2036-10-31,57.474999999999994
2036-11-01,57.05
2036-11-02,57.05
2036-11-03,57.05
2036-11-04,57.05
2036-11-05,57.05
2036-11-06,57.05
2036-11-07,57.05
2036-11-08,57.05
2036-11-09,57.05
2036-11-10,57.05
2036-11-11,57.05
2036-11-12,57.05
2036-11-13,57.05
2036-11-14,57.05
2036-11-15,57.05
2036-11-16,57.05
2036-11-17,57.05
2036-11-18,57.05
2036-11-19,57.05
2036-11-20,57.05
2036-11-21,57.05
2036-11-22,57.05
2036-11-23,57.05
2036-11-24,57.05
2036-11-25,57.05
2036-11-26,57.05
2036-11-27,57.05
2036-11-28,57.05
2036-11-29,57.05
2036-11-30,57.05
2036-12-01,56.33
2036-12-02,56.33
2036-12-03,56.33
2036-12-04,56.33
2036-12-05,56.33
2036-12-06,56.34
2036-12-07,56.34
2036-12-08,56.34
2036-12-09,56.34
2036-12-10,56.34
2036-12-11,56.34
2036-12-12,56.345
2036-12-13,56.345
2036-12-14,56.35
2036-12-15,56.355000000000004
2036-12-16,56.35
2036-12-17,56.355000000000004
2036-12-18,56.35
2036-12-19,56.355000000000004
2036-12-20,56.35
2036-12-21,56.355000000000004
2036-12-22,56.35
2036-12-23,56.364999999999995
2036-12-24,56.364999999999995
2036-12-25,56.36
2036-12-26,56.364999999999995
2036-12-27,56.38
2036-12-28,56.375
2036-12-29,56.38
2036-12-30,56.37
2036-12-31,56.375
2037-01-01,51.66
2037-01-02,51.655
2037-01-03,51.655
2037-01-04,51.655
2037-01-05,51.655
2037-01-06,51.665
2037-01-07,51.665
2037-01-08,51.665
2037-01-09,51.66
2037-01-10,51.665
2037-01-11,51.665
2037-01-12,51.665
2037-01-13,51.665
2037-01-14,51.665
2037-01-15,51.665
2037-01-16,51.675
2037-01-17,51.67
2037-01-18,51.675
2037-01-19,51.675
2037-01-20,51.675
2037-01-21,51.675
2037-01-22,51.68
2037-01-23,51.675
2037-01-24,51.675
2037-01-25,51.675
2037-01-26,51.675
2037-01-27,51.685
2037-01-28,51.685
2037-01-29,51.685
2037-01-30,51.685
2037-01-31,51.685
2037-02-01,52.34
2037-02-02,52.34
2037-02-03,52.34
2037-02-04,52.34
2037-02-05,52.35
2037-02-06,52.35
2037-02-07,52.35
2037-02-08,52.35
2037-02-09,52.35
2037-02-10,52.35
2037-02-11,52.355000000000004
2037-02-12,52.35
2037-02-13,52.35
2037-02-14,52.355000000000004
2037-02-15,52.35
2037-02-16,52.35
2037-02-17,52.37
2037-02-18,52.364999999999995
2037-02-19,52.36
2037-02-20,52.36
2037-02-21,52.36
2037-02-22,52.364999999999995
2037-02-23,52.38
2037-02-24,52.38
2037-02-25,52.38
2037-02-26,52.37
2037-02-27,52.37
2037-02-28,52.37
2037-03-01,53.185
2037-03-02,53.19
2037-03-03,53.19
2037-03-04,53.2
2037-03-05,53.2
2037-03-06,53.2
2037-03-07,53.2
2037-03-08,53.2
2037-03-09,53.215
2037-03-10,53.21
2037-03-11,53.22
2037-03-12,53.224999999999994
2037-03-13,53.22
2037-03-14,53.24
2037-03-15,53.23
2037-03-16,53.239999999999995
2037-03-17,53.245000000000005
2037-03-18,53.25
2037-03-19,53.26
2037-03-20,53.254999999999995
2037-03-21,53.27
2037-03-22,53.27
2037-03-23,53.269999999999996
2037-03-24,53.28
2037-03-25,53.275000000000006
2037-03-26,53.28
2037-03-27,53.28
2037-03-28,53.285
2037-03-29,53.29
2037-03-30,53.29
2037-03-31,53.3
2037-04-01,54.24
2037-04-02,54.25
2037-04-03,54.25
2037-04-04,54.26
2037-04-05,54.265
2037-04-06,54.27
2037-04-07,54.27
2037-04-08,54.27
2037-04-09,54.285
2037-04-10,54.28
2037-04-11,54.295
2037-04-12,54.3
2037-04-13,54.305
2037-04-14,54.32
2037-04-15,54.32
2037-04-16,54.33
2037-04-17,54.33
2037-04-18,54.33
2037-04-19,54.34
2037-04-20,54.34
2037-04-21,54.35
2037-04-22,54.355000000000004
2037-04-23,54.36
2037-04-24,54.364999999999995
2037-04-25,54.37
2037-04-26,54.375
2037-04-27,54.38
2037-04-28,54.38
2037-04-29,54.38
2037-04-30,54.39
2037-05-01,55.42
2037-05-02,55.44
2037-05-03,55.43
2037-05-04,55.45
2037-05-05,55.45
2037-05-06,55.46
2037-05-07,55.46
2037-05-08,55.46
2037-05-09,55.46
2037-05-10,55.46
2037-05-11,55.47
2037-05-12,55.47
2037-05-13,55.474999999999994
2037-05-14,55.48
2037-05-15,55.48
2037-05-16,55.49
2037-05-17,55.49
2037-05-18,55.49
2037-05-19,55.5
2037-05-20,55.5
2037-05-21,55.504999999999995
2037-05-22,55.5
2037-05-23,55.510000000000005
2037-05-24,55.51
2037-05-25,55.519999999999996
2037-05-26,55.525000000000006
2037-05-27,55.53
2037-05-28,55.54
2037-05-29,55.54
2037-05-30,55.55
2037-05-31,55.55
2037-06-01,56.56
2037-06-02,56.55
2037-06-03,56.54
2037-06-04,56.54
2037-06-05,56.53
2037-06-06,56.504999999999995
2037-06-07,56.5
2037-06-08,56.495000000000005
2037-06-09,56.485
2037-06-10,56.474999999999994
2037-06-11,56.465
2037-06-12,56.46
2037-06-13,56.45
2037-06-14,56.44
2037-06-15,56.42
2037-06-16,56.42
2037-06-17,56.41
2037-06-18,56.4
2037-06-19,56.39
2037-06-20,56.39
2037-06-21,56.375
2037-06-22,56.364999999999995
2037-06-23,56.345
2037-06-24,56.34
2037-06-25,56.335
2037-06-26,56.325
2037-06-27,56.32
2037-06-28,56.31
2037-06-29,56.3
2037-06-30,56.29
2037-07-01,57.125
2037-07-02,57.065
2037-07-03,57.005
2037-07-04,56.955
2037-07-05,56.894999999999996
2037-07-06,56.84
2037-07-07,56.785
2037-07-08,56.725
2037-07-09,56.675
2037-07-10,56.67
2037-07-11,56.67
2037-07-12,56.67
2037-07-13,56.67
2037-07-14,56.67
2037-07-15,56.67
2037-07-16,56.67
2037-07-17,56.67
2037-07-18,56.67
2037-07-19,56.67
2037-07-20,56.67
2037-07-21,56.67
2037-07-22,56.67
2037-07-23,56.67
2037-07-24,56.67
2037-07-25,56.67
2037-07-26,56.67
2037-07-27,56.67
2037-07-28,56.67
2037-07-29,56.67
2037-07-30,56.67
2037-07-31,56.67
2037-08-01,57.26
2037-08-02,57.26
2037-08-03,57.26
2037-08-04,57.26
2037-08-05,57.26
2037-08-06,57.26
2037-08-07,57.26
2037-08-08,57.26
2037-08-09,57.26
2037-08-10,57.26
2037-08-11,57.26
2037-08-12,57.26
2037-08-13,57.26
2037-08-14,57.26
2037-08-15,57.26
2037-08-16,57.26
2037-08-17,57.26
2037-08-18,57.26
2037-08-19,57.26
2037-08-20,57.26
2037-08-21,57.26
2037-08-22,57.26
2037-08-23,57.26
2037-08-24,57.26
2037-08-25,57.26
2037-08-26,57.26
2037-08-27,57.26
2037-08-28,57.26
2037-08-29,57.26
2037-08-30,57.26
2037-08-31,57.26
2037-09-01,57.55
2037-09-02,57.55
2037-09-03,57.55
2037-09-04,57.55
2037-09-05,57.55
2037-09-06,57.55
2037-09-07,57.55
2037-09-08,57.55
2037-09-09,57.55
2037-09-10,57.55
2037-09-11,57.55
2037-09-12,57.55
2037-09-13,57.55
2037-09-14,57.55
2037-09-15,57.55
2037-09-16,57.55
2037-09-17,57.55
2037-09-18,57.55
2037-09-19,57.55
2037-09-20,57.55
2037-09-21,57.55
2037-09-22,57.55
2037-09-23,57.55
2037-09-24,57.55
2037-09-25,57.55
2037-09-26,57.55
2037-09-27,57.55
2037-09-28,57.55
2037-09-29,57.55
2037-09-30,57.55
2037-10-01,57.47
2037-10-02,57.47
2037-10-03,57.474999999999994
2037-10-04,57.47
2037-10-05,57.474999999999994
2037-10-06,57.474999999999994
2037-10-07,57.474999999999994
2037-10-08,57.474999999999994
2037-10-09,57.474999999999994
2037-10-10,57.47
2037-10-11,57.474999999999994
2037-10-12,57.47
2037-10-13,57.474999999999994
2037-10-14,57.48
2037-10-15,57.47
2037-10-16,57.474999999999994
2037-10-17,57.474999999999994
2037-10-18,57.47
2037-10-19,57.474999999999994
2037-10-20,57.474999999999994
2037-10-21,57.474999999999994
2037-10-22,57.474999999999994
2037-10-23,57.47
2037-10-24,57.474999999999994
2037-10-25,57.474999999999994
2037-10-26,57.474999999999994
2037-10-27,57.474999999999994
2037-10-28,57.47
2037-10-29,57.474999999999994
2037-10-30,57.474999999999994
2037-10-31,57.47
2037-11-01,57.05
2037-11-02,57.05
2037-11-03,57.05
2037-11-04,57.05
2037-11-05,57.05
2037-11-06,57.05
2037-11-07,57.05
2037-11-08,57.05
2037-11-09,57.05
2037-11-10,57.05
2037-11-11,57.05
2037-11-12,57.05
2037-11-13,57.05
2037-11-14,57.05
2037-11-15,57.05
2037-11-16,57.05
2037-11-17,57.05
2037-11-18,57.05
2037-11-19,57.05
2037-11-20,57.05
2037-11-21,57.05
2037-11-22,57.05
2037-11-23,57.05
2037-11-24,57.05
2037-11-25,57.05
2037-11-26,57.05
2037-11-27,57.05
2037-11-28,57.05
2037-11-29,57.05
2037-11-30,57.05
2037-12-01,56.33
2037-12-02,56.33
2037-12-03,56.33
2037-12-04,56.33
2037-12-05,56.33
2037-12-06,56.34
2037-12-07,56.34
2037-12-08,56.34
2037-12-09,56.34
2037-12-10,56.34
2037-12-11,56.34
2037-12-12,56.35
2037-12-13,56.35
2037-12-14,56.345
2037-12-15,56.35
2037-12-16,56.355000000000004
2037-12-17,56.35
2037-12-18,56.35
2037-12-19,56.35
2037-12-20,56.355000000000004
2037-12-21,56.35
2037-12-22,56.355000000000004
2037-12-23,56.37
2037-12-24,56.37
2037-12-25,56.36
2037-12-26,56.36
2037-12-27,56.375
2037-12-28,56.38
2037-12-29,56.375
2037-12-30,56.375
2037-12-31,56.38
2038-01-01,51.655
2038-01-02,51.655
2038-01-03,51.655
2038-01-04,51.66
2038-01-05,51.655
2038-01-06,51.665
2038-01-07,51.665
2038-01-08,51.665
2038-01-09,51.67
2038-01-10,51.665
2038-01-11,51.665
2038-01-12,51.665
2038-01-13,51.665
2038-01-14,51.665
2038-01-15,51.665
2038-01-16,51.665
2038-01-17,51.675
2038-01-18,51.675
2038-01-19,51.675
2038-01-20,51.675
2038-01-21,51.675
2038-01-22,51.67
2038-01-23,51.675
2038-01-24,51.675
2038-01-25,51.675
2038-01-26,51.675
2038-01-27,51.685
2038-01-28,51.685
2038-01-29,51.68
2038-01-30,51.685
2038-01-31,51.685
2038-02-01,52.34
2038-02-02,52.34
2038-02-03,52.34
2038-02-04,52.34
2038-02-05,52.35
2038-02-06,52.35
2038-02-07,52.35
2038-02-08,52.35
2038-02-09,52.35
2038-02-10,52.35
2038-02-11,52.355000000000004
2038-02-12,52.35
2038-02-13,52.355000000000004
2038-02-14,52.35
2038-02-15,52.35
2038-02-16,52.355000000000004
2038-02-17,52.37
2038-02-18,52.37
2038-02-19,52.36
2038-02-20,52.364999999999995
2038-02-21,52.36
2038-02-22,52.36
2038-02-23,52.38
2038-02-24,52.375
2038-02-25,52.38
2038-02-26,52.375
2038-02-27,52.37
2038-02-28,52.375
2038-03-01,53.185
2038-03-02,53.19
2038-03-03,53.19
2038-03-04,53.2
2038-03-05,53.2
2038-03-06,53.2
2038-03-07,53.2
2038-03-08,53.2
2038-03-09,53.215
2038-03-10,53.21
2038-03-11,53.22
2038-03-12,53.224999999999994
2038-03-13,53.22
2038-03-14,53.24
2038-03-15,53.23
2038-03-16,53.239999999999995
2038-03-17,53.245000000000005
2038-03-18,53.25
2038-03-19,53.26
2038-03-20,53.254999999999995
2038-03-21,53.27
2038-03-22,53.27
2038-03-23,53.269999999999996
2038-03-24,53.28
2038-03-25,53.275000000000006
2038-03-26,53.28
2038-03-27,53.28
2038-03-28,53.285
2038-03-29,53.29
2038-03-30,53.29
2038-03-31,53.3
2038-04-01,54.24
2038-04-02,54.25
2038-04-03,54.25
2038-04-04,54.26
2038-04-05,54.265
2038-04-06,54.27
2038-04-07,54.27
2038-04-08,54.27
2038-04-09,54.285
2038-04-10,54.28
2038-04-11,54.295
2038-04-12,54.3
2038-04-13,54.305
2038-04-14,54.32
2038-04-15,54.32
2038-04-16,54.33
2038-04-17,54.33
2038-04-18,54.33
2038-04-19,54.34
2038-04-20,54.34
2038-04-21,54.35
2038-04-22,54.355000000000004
2038-04-23,54.36
2038-04-24,54.364999999999995
2038-04-25,54.37
2038-04-26,54.375
2038-04-27,54.38
2038-04-28,54.38
2038-04-29,54.38
2038-04-30,54.39
2038-05-01,55.42
2038-05-02,55.44
2038-05-03,55.43
2038-05-04,55.45
2038-05-05,55.45
2038-05-06,55.46
2038-05-07,55.46
2038-05-08,55.46
2038-05-09,55.46
2038-05-10,55.46
2038-05-11,55.47
2038-05-12,55.47
2038-05-13,55.474999999999994
2038-05-14,55.48
2038-05-15,55.48
2038-05-16,55.49
2038-05-17,55.49
2038-05-18,55.49
2038-05-19,55.5
2038-05-20,55.5
2038-05-21,55.504999999999995
2038-05-22,55.5
2038-05-23,55.510000000000005
2038-05-24,55.51
2038-05-25,55.519999999999996
2038-05-26,55.525000000000006
2038-05-27,55.53
2038-05-28,55.54
2038-05-29,55.54
2038-05-30,55.55
2038-05-31,55.55
2038-06-01,56.56
2038-06-02,56.55
2038-06-03,56.54
2038-06-04,56.54
2038-06-05,56.53
2038-06-06,56.504999999999995
2038-06-07,56.5
2038-06-08,56.495000000000005
2038-06-09,56.485
2038-06-10,56.474999999999994
2038-06-11,56.465
2038-06-12,56.46
2038-06-13,56.45
2038-06-14,56.44
2038-06-15,56.42
2038-06-16,56.42
2038-06-17,56.41
2038-06-18,56.4
2038-06-19,56.39
2038-06-20,56.39
2038-06-21,56.375
2038-06-22,56.364999999999995
2038-06-23,56.345
2038-06-24,56.34
2038-06-25,56.335
2038-06-26,56.325
2038-06-27,56.32
2038-06-28,56.31
2038-06-29,56.3
2038-06-30,56.29
2038-07-01,57.125
2038-07-02,57.065
2038-07-03,57.005
2038-07-04,56.955
2038-07-05,56.894999999999996
2038-07-06,56.84
2038-07-07,56.785
2038-07-08,56.725
2038-07-09,56.675
2038-07-10,56.67
2038-07-11,56.67
2038-07-12,56.67
2038-07-13,56.67
2038-07-14,56.67
2038-07-15,56.67
2038-07-16,56.67
2038-07-17,56.67
2038-07-18,56.67
2038-07-19,56.67
2038-07-20,56.67
2038-07-21,56.67
2038-07-22,56.67
2038-07-23,56.67
2038-07-24,56.67
2038-07-25,56.67
2038-07-26,56.67
2038-07-27,56.67
2038-07-28,56.67
2038-07-29,56.67
2038-07-30,56.67
2038-07-31,56.67
2038-08-01,57.26
2038-08-02,57.26
2038-08-03,57.26
2038-08-04,57.26
2038-08-05,57.26
2038-08-06,57.26
2038-08-07,57.26
2038-08-08,57.26
2038-08-09,57.26
2038-08-10,57.26
2038-08-11,57.26
2038-08-12,57.26
2038-08-13,57.26
2038-08-14,57.26
2038-08-15,57.26
2038-08-16,57.26
2038-08-17,57.26
2038-08-18,57.26
2038-08-19,57.26
2038-08-20,57.26
2038-08-21,57.26
2038-08-22,57.26
2038-08-23,57.26
2038-08-24,57.26
2038-08-25,57.26
2038-08-26,57.26
2038-08-27,57.26
2038-08-28,57.26
2038-08-29,57.26
2038-08-30,57.26
2038-08-31,57.26
2038-09-01,57.55
2038-09-02,57.55
2038-09-03,57.55
2038-09-04,57.55
2038-09-05,57.55
2038-09-06,57.55
2038-09-07,57.55
2038-09-08,57.55
2038-09-09,57.55
2038-09-10,57.55
2038-09-11,57.55
2038-09-12,57.55
2038-09-13,57.55
2038-09-14,57.55
2038-09-15,57.55
2038-09-16,57.55
2038-09-17,57.55
2038-09-18,57.55
2038-09-19,57.55
2038-09-20,57.55
2038-09-21,57.55
2038-09-22,57.55
2038-09-23,57.55
2038-09-24,57.55
2038-09-25,57.55
2038-09-26,57.55
2038-09-27,57.55
2038-09-28,57.55
2038-09-29,57.55
2038-09-30,57.55
2038-10-01,57.47
2038-10-02,57.474999999999994
2038-10-03,57.47
2038-10-04,57.474999999999994
2038-10-05,57.474999999999994
2038-10-06,57.47
2038-10-07,57.48
2038-10-08,57.47
2038-10-09,57.474999999999994
2038-10-10,57.474999999999994
2038-10-11,57.47
2038-10-12,57.474999999999994
2038-10-13,57.47
2038-10-14,57.47
2038-10-15,57.474999999999994
2038-10-16,57.47
2038-10-17,57.474999999999994
2038-10-18,57.474999999999994
2038-10-19,57.47
2038-10-20,57.47
2038-10-21,57.474999999999994
2038-10-22,57.47
2038-10-23,57.474999999999994
2038-10-24,57.47
2038-10-25,57.474999999999994
2038-10-26,57.48
2038-10-27,57.47
2038-10-28,57.474999999999994
2038-10-29,57.47
2038-10-30,57.474999999999994
2038-10-31,57.474999999999994
2038-11-01,57.05
2038-11-02,57.05
2038-11-03,57.05
2038-11-04,57.05
2038-11-05,57.05
2038-11-06,57.05
2038-11-07,57.05
2038-11-08,57.05
2038-11-09,57.05
2038-11-10,57.05
2038-11-11,57.05
2038-11-12,57.05
2038-11-13,57.05
2038-11-14,57.05
2038-11-15,57.05
2038-11-16,57.05
2038-11-17,57.05
2038-11-18,57.05
2038-11-19,57.05
2038-11-20,57.05
2038-11-21,57.05
2038-11-22,57.05
2038-11-23,57.05
2038-11-24,57.05
2038-11-25,57.05
2038-11-26,57.05
2038-11-27,57.05
2038-11-28,57.05
2038-11-29,57.05
2038-11-30,57.05
2038-12-01,56.33
2038-12-02,56.33
2038-12-03,56.33
2038-12-04,56.33
2038-12-05,56.33
2038-12-06,56.34
2038-12-07,56.34
2038-12-08,56.34
2038-12-09,56.34
2038-12-10,56.34
2038-12-11,56.34
2038-12-12,56.35
2038-12-13,56.345
2038-12-14,56.35
2038-12-15,56.355000000000004
2038-12-16,56.35
2038-12-17,56.355000000000004
2038-12-18,56.35
2038-12-19,56.355000000000004
2038-12-20,56.35
2038-12-21,56.355000000000004
2038-12-22,56.35
2038-12-23,56.364999999999995
2038-12-24,56.364999999999995
2038-12-25,56.364999999999995
2038-12-26,56.36
2038-12-27,56.38
